,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
43,43.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,71592.0,69769.0,1823.0,42.51433515937772,76.40402347024309,33.88968831086537,38.27153044432254,1823.0,94338.0,563.0,69769.0,0.5775678256743527,0.42243217432564734,0.42514335159377725,38.27153044432254,0.7640402347024309,0.5748566484062227,0.025463738965247514,0.04928492254454026
44,44.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,73257.0,71422.0,1835.0,43.52160480662007,76.90695725062866,33.385352444008596,38.92207084468665,1835.0,92685.0,551.0,71422.0,0.5677115554407692,0.4322884445592307,0.43521604806620073,38.92207084468665,0.7690695725062867,0.5647839519337993,0.025048800797193443,0.048517377682006264
45,45.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,74922.0,73076.0,1846.0,44.529483812390694,77.36797988264878,32.83849607025809,39.58613217768147,1846.0,91031.0,540.0,73076.0,0.5578432726901431,0.4421567273098569,0.44529483812390697,39.58613217768147,0.7736797988264879,0.5547051618760931,0.02463895784949681,0.047757023852641384
46,46.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,76587.0,74728.0,1859.0,45.53614410110477,77.91282481139983,32.37668071029506,40.197955890263586,1859.0,89379.0,527.0,74728.0,0.5479990149736025,0.4520009850263975,0.4553614410110477,40.197955890263586,0.7791282481139983,0.5446385589889523,0.024273048950866336,0.047079381560786594
47,47.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,78252.0,76383.0,1869.0,46.54463246540367,78.33193629505449,31.787303829650817,40.86837881219904,1869.0,87724.0,517.0,76383.0,0.5381187197059336,0.46188128029406644,0.4654463246540367,40.86837881219904,0.7833193629505448,0.5345536753459633,0.023884373562337066,0.046355316352092064
48,48.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,79917.0,78037.0,1880.0,47.55251147117429,78.79295892707461,31.240447455900316,41.50904255319149,1880.0,86070.0,506.0,78037.0,0.5282504369553074,0.47174956304469257,0.47552511471174297,41.50904255319149,0.787929589270746,0.524474885288257,0.02352440657181826,0.04568484745392026
49,49.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,81582.0,79688.0,1894.0,48.558562401360085,79.37971500419111,30.821152602831027,42.07391763463569,1894.0,84419.0,492.0,79688.0,0.5184181917558095,0.48158180824419045,0.4855856240136009,42.07391763463569,0.7937971500419112,0.5144143759863992,0.02321590546934373,0.045112423780487805
50,50.0,1664.0,1648.0,16.0,99.03846153846153,0.961538461538467,83246.0,81336.0,1910.0,49.56278525596105,80.05029337803856,30.487508122077507,42.58429319371728,1910.0,82771.0,476.0,81336.0,0.5086159778489185,0.4913840221510814,0.4956278525596105,42.58429319371728,0.8005029337803856,0.5043721474403895,0.022944045359536796,0.044609491778774296
51,51.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,84911.0,82989.0,1922.0,50.5700549032034,80.55322715842414,29.983172255220737,43.17845993756504,1922.0,81118.0,464.0,82989.0,0.49875970761533517,0.5012402923846648,0.505700549032034,43.17845993756504,0.8055322715842415,0.494299450967966,0.02263546536962231,0.044033586492090215
52,52.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,86576.0,84645.0,1931.0,51.57915262603058,80.93042749371332,29.351274867682747,43.83480062143967,1931.0,79462.0,455.0,84645.0,0.4888673998306235,0.5111326001693764,0.5157915262603058,43.83480062143967,0.8093042749371333,0.4842084737396942,0.02230410275364997,0.04341179379959983
53,53.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,88241.0,86303.0,1938.0,52.589469065914315,81.22380553227158,28.63433646635727,44.53199174406605,1938.0,77804.0,448.0,86303.0,0.4789510670118263,0.5210489329881737,0.5258946906591431,44.53199174406605,0.8122380553227159,0.4741053093408569,0.021962579753175962,0.04276871131119865
54,54.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,89906.0,87963.0,1943.0,53.6010042228546,81.43336127409891,27.832357051244315,45.2717447246526,1943.0,76144.0,443.0,87963.0,0.4690107091589436,0.5309892908410564,0.536010042228546,45.2717447246526,0.8143336127409891,0.46398995777145396,0.021611460859119525,0.042105491266848705
55,55.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,91571.0,89615.0,1956.0,54.60766451156867,81.97820620284996,27.37054169128129,45.81543967280164,1956.0,74492.0,430.0,89615.0,0.459166451442403,0.540833548557597,0.5460766451156868,45.81543967280164,0.8197820620284996,0.4539233548843133,0.021360474385995566,0.041636067562821295
56,56.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,93236.0,91276.0,1960.0,55.619809027037235,82.14585079631182,26.526041769274585,46.56938775510204,1960.0,72831.0,426.0,91276.0,0.4492140810724775,0.5507859189275225,0.5561980902703724,46.56938775510204,0.8214585079631181,0.44380190972962763,0.02102192286241366,0.04099475016209658
57,57.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,94901.0,92931.0,1970.0,56.62829739133614,82.56496227996647,25.936664888630325,47.173096446700505,1970.0,71176.0,416.0,92931.0,0.4393337858048086,0.5606662141951914,0.5662829739133614,47.173096446700505,0.8256496227996647,0.4337170260866386,0.020758474620920748,0.04049873056009538
58,58.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,96566.0,94586.0,1980.0,57.636785755635046,82.98407376362113,25.34728800798608,47.77070707070707,1980.0,69521.0,406.0,94586.0,0.4294534905371397,0.5705465094628603,0.5763678575563504,47.77070707070707,0.8298407376362112,0.42363214244364955,0.020504111177847277,0.040019403347077376
59,59.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,98231.0,96242.0,1989.0,58.645883478462224,83.36127409891031,24.71539062044809,48.38712921065862,1989.0,67865.0,397.0,96242.0,0.41956118275242804,0.580438817247572,0.5864588347846222,48.38712921065862,0.8336127409891031,0.41354116521537776,0.020248190489763923,0.039536062494409496
60,60.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,99896.0,97902.0,1994.0,59.657418635402514,83.57082984073763,23.913411205335116,49.09829488465396,1994.0,66205.0,392.0,97902.0,0.4096208248995453,0.5903791751004547,0.5965741863540251,49.09829488465396,0.8357082984073764,0.4034258136459749,0.01996075918955714,0.03899024266244305
61,61.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,101561.0,99563.0,1998.0,60.66956315087108,83.7384744341995,23.068911283328426,49.831331331331334,1998.0,64544.0,388.0,99563.0,0.39966845452961985,0.6003315454703801,0.6066956315087108,49.831331331331334,0.837384744341995,0.39330436849128925,0.01967290593830309,0.03844266789806344
62,62.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,103226.0,101218.0,2008.0,61.67805151516998,84.15758591785415,22.479534402684166,50.407370517928285,2008.0,62889.0,378.0,101218.0,0.38978815926195093,0.610211840738049,0.6167805151516998,50.407370517928285,0.8415758591785415,0.3832194848483002,0.019452463526630888,0.03802598189599667
63,63.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,104891.0,102872.0,2019.0,62.68593052094061,84.61860854987427,21.93267802893366,50.951956414066366,2019.0,61235.0,367.0,102872.0,0.3799198765113248,0.6200801234886752,0.626859305209406,50.951956414066366,0.8461860854987426,0.3731406947905939,0.01924855326005091,0.03764087362621997
64,64.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,106556.0,104529.0,2027.0,63.69563760229606,84.95389773679798,21.258260134501924,51.568327577701034,2027.0,59578.0,359.0,104529.0,0.3700155562095704,0.6299844437904296,0.6369563760229606,51.568327577701034,0.8495389773679799,0.3630436239770394,0.01902286121851421,0.03721246167685557
65,65.0,1664.0,1651.0,13.0,99.21875,0.78125,108220.0,106180.0,2040.0,64.70168853248185,85.49874266554903,20.797054133067178,52.049019607843135,2040.0,57927.0,346.0,106180.0,0.36017730475155113,0.6398226952484489,0.6470168853248186,52.049019607843135,0.8549874266554903,0.35298311467518145,0.018850489743115876,0.036887691445310386
66,66.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,109885.0,107836.0,2049.0,65.71078625530903,85.87594300083822,20.16515674552919,52.62859931673987,2049.0,56271.0,337.0,107836.0,0.35028499696683946,0.6497150030331605,0.6571078625530904,52.62859931673987,0.8587594300083823,0.34289213744690966,0.01864676707466897,0.036500966411629004
67,67.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,111550.0,109497.0,2053.0,66.72293077077761,86.04358759430008,19.32065682352247,53.3351193375548,2053.0,54610.0,333.0,109497.0,0.340332626596914,0.659667373403086,0.667229307707776,53.3351193375548,0.8604358759430009,0.332770692292224,0.018404303003137605,0.036037775593315544
68,68.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,113215.0,111150.0,2065.0,67.73020041801995,86.54652137468567,18.81632095666572,53.82566585956417,2065.0,52957.0,321.0,111150.0,0.3304763563633306,0.6695236436366694,0.6773020041801995,53.82566585956417,0.8654652137468567,0.3226979958198005,0.018239632557523297,0.035726334547279005
69,69.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,114880.0,112802.0,2078.0,68.73686070673402,87.09136630343671,18.354505596702694,54.28392685274302,2078.0,51305.0,308.0,112802.0,0.32063209864678993,0.67936790135321,0.6873686070673403,54.28392685274302,0.8709136630343671,0.3126313929326598,0.018088440111420613,0.03544079272764484
70,70.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,116545.0,114457.0,2088.0,69.74534907103292,87.51047778709136,17.76512871605844,54.816570881226056,2088.0,49650.0,298.0,114457.0,0.31075180337912106,0.689248196620879,0.6974534907103292,54.816570881226056,0.8751047778709137,0.30254650928967075,0.01791582650478356,0.03511279649544695
71,71.0,1665.0,1650.0,15.0,99.09909909909909,0.9009009009009077,118210.0,116107.0,2103.0,70.75079064269043,88.13914501257335,17.38835436988292,55.21017593913457,2103.0,48000.0,283.0,116107.0,0.30093157069666593,0.6990684293033341,0.7075079064269044,55.21017593913457,0.8813914501257335,0.2924920935730956,0.017790373064884527,0.03487677866595906
72,72.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,119875.0,117759.0,2116.0,71.7574509314045,88.6839899413244,16.926539009919892,55.651701323251416,2116.0,46348.0,270.0,117759.0,0.2910873129801253,0.7089126870198748,0.7175745093140451,55.651701323251416,0.8868398994132439,0.2824254906859549,0.01765172054223149,0.03461447231741929
73,73.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,121540.0,119411.0,2129.0,72.76411122011858,89.22883487007545,16.464723649956866,56.087834664161576,2129.0,44696.0,257.0,119411.0,0.2812430552635847,0.7187569447364154,0.7276411122011858,56.087834664161576,0.8922883487007544,0.2723588877988142,0.017516866875102847,0.03435921436986589
74,74.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,123205.0,121066.0,2139.0,73.77259958441748,89.64794635373009,15.875346769312614,56.59934548854605,2139.0,43041.0,247.0,121066.0,0.27136275999591575,0.7286372400040843,0.7377259958441749,56.59934548854605,0.8964794635373009,0.26227400415582514,0.01736130838845826,0.03406295037064758
75,75.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,124870.0,122722.0,2148.0,74.78169730724467,90.02514668901928,15.24344938177461,57.13314711359404,2148.0,41385.0,238.0,122722.0,0.2614704522112041,0.7385295477887959,0.7478169730724467,57.13314711359404,0.9002514668901928,0.25218302692755334,0.017201889965564186,0.033758722574966996
76,76.0,1665.0,1662.0,3.0,99.81981981981981,0.18018018018018722,126535.0,124384.0,2151.0,75.79445118124151,90.15088013411568,14.356428952874168,57.82612738261274,2151.0,39723.0,235.0,124384.0,0.25150606932423586,0.7484939306757642,0.7579445118124151,57.82612738261274,0.9015088013411567,0.24205548818758493,0.016999249219583516,0.033369272655347074
77,77.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,128200.0,126041.0,2159.0,76.80415826259697,90.4861693210394,13.682011058442427,58.37934228809634,2159.0,38066.0,227.0,126041.0,0.24160174902248144,0.7583982509775186,0.7680415826259697,58.37934228809634,0.904861693210394,0.23195841737403036,0.016840873634945398,0.03306633176603924
78,78.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,129865.0,127700.0,2165.0,77.81508406100897,90.73763621123219,12.922552150223211,58.9838337182448,2165.0,36407.0,221.0,127700.0,0.2316734036866415,0.7683265963133585,0.7781508406100898,58.9838337182448,0.9073763621123219,0.22184915938991023,0.016671158510761175,0.03274077322666747
